pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
NW4 3LZ,NW4  3LZ,NW4 3LZ,199507,199706,1,522895,188563,8,E00178897,E13000002,E99999999,E09000003,E05013649,E40000003,E92000001,E12000007,E14001279,E30000234,E09000003,E65000001,E01000310,E02000057,E33029092,E38000240,E63011868,UN1,3D1,51.582539,-0.227656,E37000051,,E23000001,15067,E54000071,London
N12 7BN,N12  7BN,N12 7BN,198001,,0,524515,192171,1,E00174896,E13000002,E99999999,E09000003,E05013646,E40000003,E92000001,E12000007,E14001169,E30000234,E09000003,E65000001,E01033911,E02000040,E33032343,E38000240,E63011868,UN1,4C3,51.614608,-0.203008,E37000051,,E23000001,22595,E54000071,London
WC2H0BQ,WC2H 0BQ,WC2H 0BQ,200012,201001,0,529981,180917,1,E00023959,E13000001,E99999999,E09000033,E05013806,E40000003,E92000001,E12000007,E14001172,E30000234,E09000033,E65000001,E01004734,E02000977,E33031193,E38000256,E63012036,UN1,3B2,51.512237,-0.128265,E37000051,,E23000001,7933,E54000071,London
DA5 1HJ,DA5  1HJ,DA5 1HJ,198001,,0,548806,174410,1,E00001790,E13000002,E99999999,E09000004,E05011219,E40000003,E92000001,E12000007,E14001089,E30000234,E09000004,E65000001,E01000363,E02000084,E33032548,E38000244,E63012138,UN1,6B1,51.449129,0.140086,E37000051,,E23000001,25379,E54000030,London
OL128BX,OL12 8BX,OL12 8BX,198001,,0,388670,418598,1,E00128714,E10000017,E58000830,E07000125,E05015826,E40000014,E92000001,E12000002,E14001450,E30000239,E07000125,E65000001,E01025360,E02005286,E33008654,E38000050,E63008102,UN1,8A1,53.663756,-2.172938,E37000019,,E23000003,10790,E54000048,Manchester
B26 3PP,B26  3PP,B26 3PP,198001,,0,415815,283728,1,E00047243,E11000005,E99999999,E08000025,E05011166,E40000011,E92000001,E12000005,E14001100,E30000169,E08000025,E65000001,E01009320,E02001907,E33018262,E38000258,E63999999,UN1,4C1,52.451298,-1.768711,E37000012,,E23000014,12173,E54000055,Birmingham
L8  6AA,L8   6AA,L8 6AA,201610,,0,335331,388240,1,E00182978,E11000002,E99999999,E08000012,E05015295,E40000014,E92000001,E12000002,E14001338,E30000233,E08000012,E65000001,E01006630,E02001390,E33006396,E38000101,E63008477,UN1,8D1,53.387041,-2.973788,E37000022,,E23000004,247,E54000008,Liverpool
BN998PN,BN99 8PN,BN99 8PN,201505,,1,517672,104182,1,E00159804,E10000032,E58001636,E07000223,E05007563,E40000005,E92000001,E12000008,E14001218,E30000292,E07000223,E65000001,E01031341,E02006541,E33044837,E38000265,E63013689,UN1,7D1,50.825222,-0.330646,E37000044,,E23000033,4639,E54000069,Worthing
CF827YL,CF82 7YL,CF82 7YL,199507,200806,1,315084,192918,1,W00007168,W99999999,W99999999,W06000018,W05001662,W99999999,W92000004,W99999999,W07000088,W22000024,W06000018,W31000001,W01001369,W02000301,W35000505,W11000028,W45001123,UN1,1B1,51.628646,-3.228198,W99999999,W99999999,W15000002,1101,W99999999,Cardiff
LS280BN,LS28 0BN,LS28 0BN,200711,200901,1,422159,433314,1,E00058535,E11000006,E99999999,E08000035,E05011409,E40000012,E92000001,E12000003,E14001325,E30000229,E08000035,E65000001,E01011612,E02002408,E33009645,E38000225,E63007884,UN1,8C1,53.795683,-1.665091,E37000062,,E23000010,8564,E54000054,Leeds
DN8 4WY,DN8  4WY,DN8 4WY,200611,200806,1,468707,413243,1,E00038679,E11000003,E99999999,E08000017,E05010745,E40000012,E92000001,E12000003,E14001199,E30000201,E08000017,E65000001,E01007639,E02001541,E33009040,E38000044,E63008162,UN1,7A2,53.611264,-0.962975,E37000054,,E23000011,8309,E54000061,Doncaster
BN252QJ,BN25 2QJ,BN25 2QJ,198001,,0,547103,99696,1,E00107079,E10000011,E58000391,E07000063,E05011602,E40000005,E92000001,E12000008,E14001330,E30000204,E07000063,E65000001,E01021082,E02004389,E33041666,E38000235,E63013766,UN1,6A4,50.778187,0.085152,E37000056,,E23000033,24253,E54000069,Eastbourne
TW184AU,TW18 4AU,TW18 4AU,198001,199606,1,503900,171800,8,E00180627,E10000030,E58001521,E07000213,E05007370,E40000005,E92000001,E12000008,E14001505,E30000266,E07000213,E65000001,E01034292,E02006406,E33039035,E38000267,E63012219,UN1,2D1,51.435681,-0.506636,E37000046,,E23000031,18041,E54000069,Slough and Heathrow
DE557JJ,DE55 7JJ,DE55 7JJ,199208,,0,441571,355871,1,E00098123,E10000007,E58001858,E07000032,E05014690,E40000011,E92000001,E12000004,E14001066,E30000240,E07000032,E65000001,E01019403,E02004031,E33015761,E38000261,E63008899,UN1,7A1,53.098448,-1.38061,E37000045,,E23000018,4660,E54000058,Mansfield
SO508ZG,SO50 8ZG,SO50 8ZG,199712,199906,1,448313,118780,6,E00115124,E10000014,E58000539,E07000086,E05011187,E40000005,E92000001,E12000008,E14001220,E30000267,E07000086,E65000001,E01022644,E02004716,E33042072,E38000266,E63013413,UN1,5A1,50.966414,-1.313358,E37000055,,E23000030,28710,E54000067,Southampton
CO3 3DH,CO3  3DH,CO3 3DH,198001,,0,599144,224660,1,E00188111,E10000012,E58000428,E07000071,E05010835,E40000013,E92000001,E12000006,E14001176,E30000193,E07000071,E65000001,E01021651,E02004518,E33026626,E38000117,E63011220,UN1,5A3,51.884931,0.892252,E37000056,,E23000028,14226,E54000066,Colchester
DG2 9SE,DG2  9SE,DG2 9SE,198001,,0,290443,576528,1,S00146409,S99999999,S99999999,S12000006,S13002883,S99999999,S92000003,S99999999,S14000073,S22000055,S30000016,S99999999,S01015245,S02002824,S34000890,S03000005,,5,1A3,55.07109,-3.717274,S99999999,S99999999,S23000009,3771,S99999999,Dumfries
LS297QQ,LS29 7QQ,LS29 7QQ,198001,,0,416881,445243,1,E00054339,E11000006,E99999999,E08000032,E05001366,E40000012,E92000001,E12000003,E14001472,E30000229,E08000032,E65000001,E01010770,E02002187,E33011441,E38000232,E63007752,RLF1,6A4,53.903094,-1.744563,E37000062,,E23000010,30751,E54000054,Leeds
GU101LE,GU10 1LE,GU10 1LE,198001,,0,488122,147617,1,E00155424,E10000030,E58001519,E07000209,E05014955,E40000005,E92000001,E12000008,E14001249,E30000212,E07000209,E65000001,E01030471,E02006360,E33044251,E38000267,E63012780,UN1,1A1,51.220956,-0.739534,E37000046,,E23000031,23618,E54000069,Guildford and Aldershot
G44 4TF,G44  4TF,G44 4TF,198001,,0,259042,660932,1,S00161452,S99999999,S99999999,S12000049,S13002973,S99999999,S92000003,S99999999,S14000087,S22000065,S30000052,S99999999,S01017135,S02003180,S34004978,S03000043,,1,8B1,55.820993,-4.251424,S99999999,S99999999,S23000009,5836,S99999999,Glasgow
PO5 2BG,PO5  2BG,PO5 2BG,198001,,0,464509,98945,1,E00086495,E99999999,E99999999,E06000044,E05002453,E40000005,E92000001,E12000008,E14001432,E30000254,E06000044,E65000001,E01017125,E02003545,E33037482,E38000137,E63013748,UN1,2A3,50.786486,-1.086236,E37000055,,E23000030,12048,E54000067,Portsmouth
EX391TP,EX39 1TP,EX39 1TP,199007,,0,243972,129335,1,E00102827,E10000008,E58000290,E07000046,E05011930,E40000006,E92000001,E12000009,E14001552,E30000167,E07000046,E65000001,E01020299,E02004220,E33049248,E38000230,E63013207,UF1,5B3,51.042121,-4.227053,E37000016,,E23000035,16535,E54000037,Bideford
CO4 5QS,CO4  5QS,CO4 5QS,198001,,0,600241,231924,1,E00110018,E10000012,E58000427,E07000071,E05010838,E40000013,E92000001,E12000006,E14001273,E30000193,E07000071,E65000001,E01021659,E02004506,E33026570,E38000117,E63011097,RSN1,6A3,51.949764,0.912392,E37000056,,E23000028,19398,E54000066,Colchester
CR9 6JW,CR9  6JW,CR9 6JW,199806,200603,1,532904,165801,1,E00004910,E13000002,E99999999,E09000008,E05011463,E40000003,E92000001,E12000007,E14001186,E30000234,E09000008,E65000001,E01000975,E02000215,E33029539,E38000245,E63012338,UN1,4C2,51.375716,-0.091838,E37000051,,E23000001,16380,E54000031,London
CF4 7EA,CF4  7EA,CF4 7EA,198001,199906,0,314300,180900,8,W00009744,W99999999,W99999999,W06000015,W05001297,W99999999,W92000004,W99999999,W07000090,W22000024,W06000015,W31000001,W01001895,W02000376,W35002498,W11000029,W45001208,UN1,7A3,51.520494,-3.236586,W99999999,W99999999,W15000003,345,W99999999,Cardiff
B79 7DU,B79  7DU,B79 7DU,202602,,0,418399,305310,1,E00152103,E10000028,E58001837,E07000199,E05007071,E40000011,E92000001,E12000005,E14001538,E30000169,E07000199,E65000001,E01029847,E02006217,E33022448,E38000153,E63009752,UN1,6A3,52.645237,-1.729499,E37000012,E37000032,E23000015,25460,E54000010,Birmingham
NP207AW,NP20 7AW,NP20 7AW,199906,,0,328677,190894,1,W00008433,W99999999,W99999999,W06000022,W05001630,W99999999,W92000004,W99999999,W07000104,K01000013,W06000022,W31000001,W01001617,W02000349,W35002399,W11000028,W45001174,UN1,8D2,51.612341,-3.03144,W99999999,W99999999,W15000002,47,W99999999,Newport
PL254YE,PL25 4YE,PL25 4YE,199512,201107,1,203796,52690,1,E00096081,E99999999,E99999999,E06000052,E05013853,E40000006,E92000001,E12000009,E14001508,E30000270,E06000052,E65000001,E01019013,E02003961,E33046149,E38000089,E63014099,UF1,8C2,50.341357,-4.758797,E37000005,,E23000035,11302,E54000036,St Austell and Newquay
SS4 1PZ,SS4  1PZ,SS4 1PZ,200112,200203,1,587856,190592,1,E00111520,E10000012,E58000452,E07000075,E05010853,E40000013,E92000001,E12000006,E14001501,E30000268,E07000075,E65000001,E01021955,E02004566,E33026845,E38000030,E63011886,UN1,7C3,51.582876,0.710065,E37000056,,E23000028,10247,E54000066,Southend
CW2 7NQ,CW2  7NQ,CW2 7NQ,198001,,1,369495,355020,1,E00093298,E99999999,E99999999,E06000049,E05008625,E40000014,E92000001,E12000002,E14001185,E30000197,E06000049,E65000001,E01018488,E02003832,E33007442,E38000233,E63008902,UN1,5A1,53.091527,-2.456955,E37000003,,E23000006,21539,E54000008,Crewe
S5  8YX,S5   8YX,S5 8YX,199507,200211,1,436372,391970,1,E00040847,E11000003,E99999999,E08000039,E05010878,E40000012,E92000001,E12000003,E14001466,E30000261,E08000019,E65000001,E01008059,E02001620,E33009210,E38000146,E63008489,UN1,4A1,53.423296,-1.454138,E37000054,,E23000011,1675,E54000061,Sheffield
WF9 3SJ,WF9  3SJ,WF9 3SJ,199405,,0,444817,410420,1,E00059844,E11000006,E99999999,E08000036,E05001457,E40000012,E92000001,E12000003,E14001383,E30000283,E08000036,E65000001,E01011866,E02002482,E33012727,E38000190,E63008202,UN1,8A2,53.588472,-1.324439,E37000062,,E23000010,3039,E54000054,Wakefield and Castleford
BA2 1NS,BA2  1NS,BA2 1NS,198001,,0,372132,164220,1,E00073040,E99999999,E99999999,E06000022,E05012488,E40000006,E92000001,E12000009,E14001080,E30000165,E06000022,E65000001,E01014462,E02002995,E33047222,E38000231,E63012364,UN1,8D2,51.37634,-2.401776,E37000037,,E23000036,4576,E54000040,Bath
BA112PR,BA11 2PR,BA11 2PR,198001,,0,381654,150706,1,E00147809,E99999999,E99999999,E06000066,E05014361,E40000006,E92000001,E12000009,E14001241,E30000280,E06000066,E65000001,E01029023,E02006047,E33046664,E38000150,E63999999,RSN1,1B2,51.255215,-2.26427,E37000016,,E23000036,20149,E54000038,Trowbridge
EX167AY,EX16 7AY,EX16 7AY,198001,,0,299945,112670,1,E00101562,E10000008,E58002116,E07000042,E05014805,E40000006,E92000001,E12000009,E14001548,E30000206,E07000042,E65000001,E01020059,E02004169,E33048970,E38000230,E63013545,RSN1,1B2,50.904796,-3.424366,E37000016,,E23000035,19447,E54000037,Exeter
NG9 1GY,NG9  1GY,NG9 1GY,198001,,0,452650,336021,1,E00143027,E10000024,E58001170,E07000172,E05010519,E40000011,E92000001,E12000004,E14001140,E30000249,E07000172,E65000001,E01028069,E02005863,E33017689,E38000243,E63009161,UN1,5A2,52.919055,-1.218394,E37000045,,E23000019,27899,E54000060,Nottingham
EH177RF,EH17 7RF,EH17 7RF,198001,,0,328693,669710,1,S00144917,S99999999,S99999999,S12000036,S13002934,S99999999,S92000003,S99999999,S14000080,S22000059,S30000008,S99999999,S01014603,S02002708,S34003751,S03000042,,1,4C1,55.915171,-3.142403,S99999999,S99999999,S23000009,3227,S99999999,Edinburgh
BT236RD,BT23 6RD,BT23 6RD,198412,,0,348951,361273,1,N20003467,N99999999,N99999999,N09000011,N08001127,N99999999,N92000002,N99999999,N05000016,N12000002,N09000011,N99999999,N21000776,N99999999,N19000109,ZC040,N99999999,,1A2,54.478045,-5.702788,N99999999,N99999999,N23000001,564,N99999999,Belfast
CF1 1RU,CF1  1RU,CF1 1RU,199806,199906,1,318400,176700,8,W00010130,W99999999,W99999999,W06000015,W05001274,W99999999,W92000004,W99999999,W07000091,W22000024,W06000015,W31000001,W01002019,W02000398,W35000811,W11000029,W45001208,UN1,2B2,51.483345,-3.176532,W99999999,W99999999,W15000003,833,W99999999,Cardiff
RG160QP,RG16 0QP,RG16 0QP,198001,199507,0,452100,180100,8,E00082266,E99999999,E99999999,E06000037,E05012147,E40000005,E92000001,E12000008,E14001439,E30000244,E06000037,E65000001,E01016286,E02003367,E33037051,E38000221,E63012053,RLF1,5B3,51.517428,-1.250522,E37000035,,E23000029,27382,E54000070,Newbury
OX9 7RP,OX9  7RP,OX9 7RP,198001,199212,0,462541,198499,1,E00145735,E10000025,E58002060,E07000179,E05009735,E40000005,E92000001,E12000008,E14001280,E30000250,E07000179,E65000001,E01028610,E02005964,E33038702,E38000136,E63011764,RLN1,1B1,51.681784,-1.096792,E37000053,,E23000029,26778,E54000070,Oxford
BD164AJ,BD16 4AJ,BD16 4AJ,198001,,0,411136,440080,1,E00053447,E11000006,E99999999,E08000032,E05001342,E40000012,E92000001,E12000003,E14001472,E30000018,E08000032,E65000001,E01010579,E02002192,E33011465,E38000232,E63007817,UN1,6A4,53.856844,-1.832185,E37000062,,E23000010,30816,E54000054,Bradford
RM7 1JW,RM7  1JW,RM7 1JW,200911,201012,1,550531,187941,1,E00176971,E13000002,E99999999,E09000016,E05013980,E40000003,E92000001,E12000007,E14001448,E30000234,E09000016,E65000001,E01033787,E02000480,E33031628,E38000255,E63011923,UN1,3A2,51.570252,0.170664,E37000051,,E23000001,13869,E54000029,London
IP257ER,IP25 7ER,IP25 7ER,198001,,0,590064,301845,1,E00134332,E10000020,E58001038,E07000143,E05010254,E40000013,E92000001,E12000006,E14001365,E30000135,E07000143,E65000001,E01026437,E02005510,E33027721,E38000239,E63999999,UF1,1B1,52.581209,0.803842,E37000052,,E23000024,18406,E54000068,Thetford and Mildenhall
KY160AG,KY16 0AG,KY16 0AG,198001,,0,342948,720896,1,S00153653,S99999999,S99999999,S12000047,S13002961,S99999999,S92000003,S99999999,S14000100,S22000078,S30000042,S99999999,S01016865,S02003134,S34001412,S03000007,,5,6B2,56.376891,-2.925365,S99999999,S99999999,S23000009,6118,S99999999,St Andrews and Cupar
BS107TR,BS10 7TR,BS10 7TR,198607,,1,357714,180973,1,E00189488,E99999999,E99999999,E06000025,E05012109,E40000006,E92000001,E12000009,E14001237,E30000180,E06000025,E65000001,E01014861,E02003094,E33045679,E38000222,E63012018,UN1,5A2,51.526075,-2.610924,E37000037,,E23000036,14305,E54000039,Bristol
WF120AE,WF12 0AE,WF12 0AE,198001,,0,424744,419502,1,E00056740,E11000006,E99999999,E08000034,E05001399,E40000012,E92000001,E12000003,E14001196,E30000219,E08000034,E65000001,E01011263,E02002294,E33011965,E38000254,E63008070,UN1,4C1,53.671426,-1.626948,E37000062,,E23000010,11351,E54000054,Huddersfield
OL111RJ,OL11 1RJ,OL11 1RJ,198001,,0,389680,412070,1,E00027700,E11000001,E99999999,E08000005,E05014042,E40000014,E92000001,E12000002,E14001446,E30000239,E08000005,E65000001,E01005475,E02001146,E33005334,E38000080,E63008177,UN1,4B2,53.605103,-2.157433,E37000015,,E23000005,2655,E54000057,Manchester
SO2 5DL,SO2  5DL,SO2 5DL,198001,199412,0,446268,113420,1,E00086885,E99999999,E99999999,E06000045,E05015497,E40000005,E92000001,E12000008,E14001499,E30000267,E06000045,E65000001,E01017205,E02003566,E33040998,E38000266,E63013524,UN1,7A3,50.918384,-1.343158,E37000055,,E23000030,2659,E54000067,Southampton
BD183HY,BD18 3HY,BD18 3HY,198001,,0,414341,437713,1,E00054344,E11000006,E99999999,E08000032,E05001362,E40000012,E92000001,E12000003,E14001472,E30000018,E08000032,E65000001,E01033689,E02002202,E33011512,E38000232,E63007845,UN1,7B3,53.835492,-1.783569,E37000062,,E23000010,4153,E54000054,Bradford
BD1 4RD,BD1  4RD,BD1 4RD,199007,,0,416176,434018,1,E00177767,E11000006,E99999999,E08000032,E05001345,E40000012,E92000001,E12000003,E14001118,E30000018,E08000032,E65000001,E01033693,E02006947,E33010694,E38000232,E63007920,UN1,4B2,53.802228,-1.75588,E37000062,,E23000010,384,E54000054,Bradford
PH201YB,PH20 1YB,PH20 1YB,199906,200006,1,269122,797266,6,S00163914,S99999999,S99999999,S12000017,S13003009,S99999999,S92000003,S99999999,S14000098,S22000050,S30000055,S21000003,S01017692,S02003283,S34001837,S03000044,,6,1A3,57.04781,-4.158982,S99999999,S99999999,S23000009,4065,S99999999,Aviemore and Grantown-on-Spey
BR8 8NF,BR8  8NF,BR8 8NF,198001,199012,1,552300,167800,8,E00124229,E10000016,E58000739,E07000111,E05009964,E40000005,E92000001,E12000008,E14001465,E30000234,E07000111,E65000001,E01024473,E02005089,E33038429,E38000237,E63012264,UN1,5A2,51.38881,0.187491,E37000056,,E23000032,23333,E54000032,London
CB1 6SE,CB1  6SE,CB1 6SE,198001,199812,0,562977,249837,3,E00091907,E10000003,E58000073,E07000012,E05011282,E40000013,E92000001,E12000006,E14001481,E30000186,E07000012,E65000001,E01018219,E02003790,E33026170,E38000260,E63010726,RSN1,1B1,52.122834,0.379243,E37000059,,E23000023,26328,E54000065,Cambridge
NP8 1DF,NP8  1DF,NP8 1DF,199308,,0,322214,217861,1,W00009790,W99999999,W99999999,W06000023,W05001126,W99999999,W92000004,W99999999,W07000085,W22000029,W06000023,W18000001,W01001904,W02000114,W35001390,W11000024,W45999999,RSF1,1A3,51.853903,-3.130795,W99999999,W99999999,W15000004,1474,W99999999,Merthyr Tydfil
FK1 2JD,FK1  2JD,FK1 2JD,198001,,0,290937,674091,1,S00153516,S99999999,S99999999,S12000014,S13002944,S99999999,S92000003,S99999999,S14000083,S22000070,S30000009,S99999999,S01016287,S02003016,S34001326,S03000010,,5,1B2,55.947433,-3.747954,S99999999,S99999999,S23000009,2107,S99999999,Livingston
DD2 1QW,DD2  1QW,DD2 1QW,198001,,0,336831,730436,1,S00148477,S99999999,S99999999,S12000042,S13002547,S99999999,S92000003,S99999999,S14000075,S22000056,S30000049,S99999999,S01015361,S02002847,S34004386,S03000039,,1,6A1,56.461806,-3.026699,S99999999,S99999999,S23000009,6152,S99999999,Dundee
DH3 9FW,DH3  9FW,DH3 9FW,202303,,1,427448,551094,1,E00104466,E99999999,E99999999,E06000047,E05016163,E40000012,E92000001,E12000001,E14001389,E30000245,E06000047,E65000001,E01020593,E02004293,E33000459,E38000234,E63007253,UN1,7A2,54.853904,-1.574017,E37000025,,E23000008,6616,E54000050,Newcastle
HP197AQ,HP19 7AQ,HP19 7AQ,200501,,0,479706,214016,1,E00169150,E99999999,E99999999,E06000060,E05015935,E40000005,E92000001,E12000008,E14001071,E30000218,E06000060,E65000001,E01032956,E02003667,E33041238,E38000223,E63011452,UN1,5A1,51.819103,-0.845013,E37000043,,E23000029,30417,E54000070,High Wycombe and Aylesbury
BT189SW,BT18 9SW,BT18 9SW,199101,,0,339691,378083,1,N20003574,N99999999,N99999999,N09000011,N08001130,N99999999,N92000002,N99999999,N05000013,N12000002,N09000011,N99999999,N21000805,N99999999,N19001614,ZC040,N99999999,,8C3,54.631575,-5.837559,N99999999,N99999999,N23000001,647,N99999999,Belfast
SE151DT,SE15 1DT,SE15 1DT,198001,,0,535108,177410,1,E00020074,E13000001,E99999999,E09000028,E05011109,E40000003,E92000001,E12000007,E14001421,E30000234,E09000028,E65000001,E01003988,E02000824,E33035989,E38000244,E63012110,UN1,3B1,51.47952,-0.055768,E37000051,,E23000001,7224,E54000030,London
RG249XP,RG24 9XP,RG24 9XP,201406,,0,462455,154130,1,E00185021,E10000014,E58000535,E07000084,E05013090,E40000005,E92000001,E12000008,E14001403,E30000164,E07000084,E65000001,E01034717,E02004684,E33039550,E38000266,E63012704,UN1,5A3,51.282895,-1.10587,E37000046,,E23000030,18777,E54000067,Basingstoke
DN332BG,DN33 2BG,DN33 2BG,198001,,0,526518,407352,1,E00066531,E99999999,E99999999,E06000012,E05001720,E40000012,E92000001,E12000003,E14001255,E30000211,E06000012,E65000001,E01013186,E02002741,E33013127,E38000119,E63008243,UN1,6B4,53.547592,-0.09196,E37000060,,E23000012,23008,E54000051,Grimsby
HG3 3NS,HG3  3NS,HG3 3NS,198001,,0,428790,464813,1,E00140776,E99999999,E99999999,E06000065,E05014292,E40000012,E92000001,E12000003,E14001475,E30000214,E06000065,E65000001,E01027643,E02005763,E33013503,E38000241,E63999999,RSN1,1B2,54.078455,-1.561474,E37000058,,E23000009,22251,E54000051,Harrogate
EC1V3QF,EC1V 3QF,EC1V 3QF,199812,201102,0,532261,182579,1,E00013458,E13000001,E99999999,E09000019,E05013699,E40000003,E92000001,E12000007,E14001306,E30000234,E09000019,E65000001,E01002706,E02000576,E33034790,E38000240,E63011980,UN1,3B3,51.526645,-0.094804,E37000051,,E23000001,10815,E54000071,London
HP209ER,HP20 9ER,HP20 9ER,200804,200905,1,482158,213995,1,E00089151,E99999999,E99999999,E06000060,E05015931,E40000005,E92000001,E12000008,E14001071,E30000218,E06000060,E65000001,E01017663,E02003666,E33037594,E38000223,E63011452,UN1,4B1,51.81856,-0.809452,E37000043,,E23000029,9076,E54000070,High Wycombe and Aylesbury
DA3 9BF,DA3  9BF,DA3 9BF,200907,201207,1,560225,168922,1,E00122647,E10000016,E58000696,E07000107,E05012401,E40000005,E92000001,E12000008,E14001191,E30000234,E07000107,E65000001,E01024158,E02005040,E33042910,E38000237,E63012295,UN1,5B2,51.39671,0.301801,E37000056,,E23000032,21842,E54000032,London
IP117LZ,IP11 7LZ,IP11 7LZ,198001,,0,631358,234901,1,E00153812,E10000029,E58001413,E07000244,E05012741,E40000013,E92000001,E12000006,E14001530,E30000222,E07000244,E65000001,E01030166,E02006299,E33028672,E38000086,E63011061,UN1,6A4,51.964426,1.3664,E37000052,,E23000025,32078,E54000068,Ipswich
NG220LF,NG22 0LF,NG22 0LF,198001,,0,473466,371039,1,E00142865,E10000024,E58001213,E07000171,E05006394,E40000011,E92000001,E12000004,E14001375,E30000291,E07000171,E65000001,E01028037,E02005849,E33014831,E38000008,E63008722,RLN1,1B1,53.231338,-0.900875,E37000045,,E23000019,18914,E54000060,Worksop and Retford
WA144ZJ,WA14 4ZJ,WA14 4ZJ,202604,,0,374440,386389,1,E00030847,E11000001,E99999999,E08000009,E05015241,E40000014,E92000001,E12000002,E14001065,E30000239,E08000009,E65000001,E01006087,E02001283,E33005959,E38000187,E63999999,RSN1,1B2,53.373752,-2.385643,E37000015,,E23000005,22793,E54000057,Manchester
WF1 2EQ,WF1  2EQ,WF1 2EQ,201106,,0,432610,423313,1,E00059969,E11000006,E99999999,E08000036,E05001464,E40000012,E92000001,E12000003,E14001560,E30000283,E08000036,E65000001,E01011887,E02002445,E33012577,E38000190,E63008062,UN1,6B2,53.70525,-1.50749,E37000062,,E23000010,26407,E54000054,Wakefield and Castleford
ML1 3RR,ML1  3RR,ML1 3RR,198001,,0,273733,658110,1,S00169998,S99999999,S99999999,S12000050,S13003058,S99999999,S92000003,S99999999,S14000099,S22000071,S30000053,S99999999,S01018751,S02003476,S34004612,S03000029,,1,8B2,55.799722,-4.015803,S99999999,S99999999,S23000009,1082,S99999999,Motherwell and Airdrie
BA149TR,BA14 9TR,BA14 9TR,199308,,0,384517,157631,1,E00163654,E99999999,E99999999,E06000054,E05013478,E40000006,E92000001,E12000009,E14001498,E30000280,E06000054,E65000001,E01032085,E02006684,E33050760,E38000231,E63012505,UN1,5A2,51.31757,-2.223547,E37000033,,E23000038,19161,E54000040,Trowbridge
ML110ER,ML11 0ER,ML11 0ER,198001,,0,281013,639646,1,S00178515,S99999999,S99999999,S12000029,S13003098,S99999999,S92000003,S99999999,S14000092,S22000071,S30000025,S99999999,S01019985,S02003700,S34002764,S03000030,,3,1B3,55.635763,-3.891708,S99999999,S99999999,S23000009,3636,S99999999,Motherwell and Airdrie
IV170XL,IV17 0XL,IV17 0XL,198001,,0,264259,871752,1,S00162493,S99999999,S99999999,S12000017,S13002995,S99999999,S92000003,S99999999,S14000069,S22000048,S30000055,S99999999,S01017872,S02003316,S34001651,S03000044,,6,1B2,57.714964,-4.280224,S99999999,S99999999,S23000009,4009,S99999999,Alness and Invergordon
N14 5WP,N14  5WP,N14 5WP,199812,200108,1,529643,194080,1,E00171481,E13000002,E99999999,E09000010,E05013692,E40000003,E92000001,E12000007,E14001503,E30000234,E09000010,E65000001,E01033927,E02000296,E33031738,E38000240,E63011803,UN1,3D1,51.630606,-0.128279,E37000051,,E23000001,20796,E54000071,London
B29 6NJ,B29  6NJ,B29 6NJ,198001,,0,403340,282314,1,E00047071,E11000005,E99999999,E08000025,E05011184,E40000011,E92000001,E12000005,E14001099,E30000169,E08000025,E65000001,E01009292,E02001925,E33020369,E38000258,E63010038,UN1,4C3,52.438802,-1.952289,E37000012,,E23000014,18688,E54000055,Birmingham
LL120HP,LL12 0HP,LL12 0HP,198001,,0,336653,357196,1,W00002218,W99999999,W99999999,W06000006,W05001756,W99999999,W92000004,W99999999,W07000111,W22000034,W06000006,W31000001,W01000418,W02000425,W35002690,W11000023,W45000756,RLN1,5B3,53.108191,-2.947728,W99999999,W99999999,W15000001,1415,W99999999,Wrexham
B75 5RB,B75  5RB,B75 5RB,200106,,0,413330,299442,1,E00175711,E11000005,E99999999,E08000025,E05011177,E40000011,E92000001,E12000005,E14001535,E30000169,E08000025,E65000001,E01009416,E02001829,E33019974,E38000258,E63009880,UN1,5A2,52.592631,-1.804651,E37000012,,E23000014,28041,E54000055,Birmingham
FY7 8GP,FY7  8GP,FY7 8GP,200006,201012,1,333372,447607,1,E00129834,E10000017,E58000771,E07000128,E05009946,E40000014,E92000001,E12000002,E14001104,E30000171,E07000128,E65000001,E01025582,E02005319,E33004098,E38000226,E63007749,UN1,7A2,53.920311,-3.015982,E37000019,,E23000003,365,E54000048,Blackpool
TN110FT,TN11 0FT,TN11 0FT,201805,,0,559928,145260,1,E00186765,E10000016,E58000742,E07000115,E05015052,E40000005,E92000001,E12000008,E14001549,E30000281,E07000115,E65000001,E01024767,E02005160,E33043515,E38000237,E63012792,UN1,6B3,51.184198,0.286946,E37000056,,E23000032,10976,E54000032,Tunbridge Wells
TN4 8RW,TN4  8RW,TN4 8RW,198001,,0,556112,139718,1,E00126041,E10000016,E58000747,E07000116,E05015812,E40000005,E92000001,E12000008,E14001555,E30000281,E07000116,E65000001,E01024830,E02005171,E33038562,E38000237,E63012991,RLF1,5B3,51.135457,0.229986,E37000056,,E23000032,16641,E54000032,Tunbridge Wells
