pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
DL6 2LT,DL6  2LT,DL6 2LT,198001,,0,440748,504721,1,E00140632,E99999999,E99999999,E06000065,E05014295,E40000012,E92000001,E12000003,E14001444,E30000246,E06000065,E65000001,E01027617,E02005752,E33013430,E38000241,E63999999,RSN1,1A3,54.43629,-1.373311,E37000058,,E23000009,24679,E54000051,Northallerton
RH2 0BZ,RH2  0BZ,RH2 0BZ,199208,,0,525563,151099,1,E00156193,E10000030,E58001518,E07000211,E05012884,E40000005,E92000001,E12000008,E14001442,E30000196,E07000211,E65000001,E01030627,E02006383,E33044371,E38000267,E63012700,UN1,5B1,51.245253,-0.202425,E37000044,,E23000031,31130,E54000069,Crawley
IV1 9DD,IV1  9DD,IV1 9DD,201111,201210,1,266758,845637,1,S00163179,S99999999,S99999999,S12000017,S13003003,S99999999,S92000003,S99999999,S14000094,S22000068,S30000055,S99999999,S01017789,S02003299,S34001821,S03000044,,2,2C2,57.481316,-4.223949,S99999999,S99999999,S23000009,458,S99999999,Inverness
HP156RX,HP15 6RX,HP15 6RX,198001,,0,489766,196714,1,E00165834,E99999999,E99999999,E06000060,E05015970,E40000005,E92000001,E12000008,E14001162,E30000218,E06000060,E65000001,E01032609,E02006823,E33045344,E38000223,E63011826,UN1,6B2,51.662053,-0.703562,E37000043,,E23000029,27637,E54000070,High Wycombe and Aylesbury
EX153FJ,EX15 3FJ,EX15 3FJ,201810,202601,0,307585,113240,5,E00101581,E10000008,E58002117,E07000042,E05014806,E40000006,E92000001,E12000009,E14001548,E30000206,E07000042,E65000001,E01020063,E02004166,E33048956,E38000230,E63999999,RSN1,1A3,50.911195,-3.315884,E37000016,,E23000035,21482,E54000037,Exeter
LE192BQ,LE19 2BQ,LE19 2BQ,200304,,0,454810,298446,1,E00130046,E10000018,E58000849,E07000129,E05015265,E40000011,E92000001,E12000004,E14001488,E30000230,E07000129,E65000001,E01025627,E02005338,E33016229,E38000051,E63009846,UN1,6B3,52.58109,-1.192534,E37000021,,E23000021,19015,E54000015,Leicester
B21 8PH,B21  8PH,B21 8PH,198001,,0,403380,290430,1,E00047037,E11000005,E99999999,E08000025,E05011143,E40000011,E92000001,E12000005,E14001098,E30000169,E08000025,E65000001,E01009272,E02001862,E33020117,E38000258,E63010038,UN1,4C1,52.511765,-1.951621,E37000012,,E23000014,2580,E54000055,Birmingham
CA212YG,CA21 2YG,CA21 2YG,198001,,0,301642,507095,1,E00097337,E99999999,E99999999,E06000063,E05014190,E40000012,E92000001,E12000002,E14001583,E30000286,E06000063,E65000001,E01019258,E02004006,E33007942,E38000215,E63007463,RSF1,1A4,54.449704,-3.518432,E37000007,,E23000002,24142,E54000050,Whitehaven
SO506ZL,SO50 6ZL,SO50 6ZL,199706,200806,1,444584,119980,1,E00115262,E10000014,E58000550,E07000086,E05011192,E40000005,E92000001,E12000008,E14001220,E30000267,E07000086,E65000001,E01022675,E02004713,E33037933,E38000266,E63013413,UN1,5A1,50.977504,-1.366311,E37000055,,E23000030,31348,E54000067,Southampton
PL189AR,PL18 9AR,PL18 9AR,198001,,0,242326,71226,1,E00094660,E99999999,E99999999,E06000052,E05013277,E40000006,E92000001,E12000009,E14001486,E30000232,E06000052,E65000001,E01018754,E02003892,E33048359,E38000089,E63014006,RSF1,1B1,50.519514,-4.225579,E37000005,,E23000035,10851,E54000036,Liskeard
SN8 4QG,SN8  4QG,SN8 4QG,199912,200605,1,418619,168995,1,E00162515,E99999999,E99999999,E06000054,E05013444,E40000006,E92000001,E12000009,E14001217,E30000276,E06000054,E65000001,E01031863,E02006635,E33046804,E38000231,E63012254,RLN1,7A1,51.419665,-1.733621,E37000033,,E23000038,28212,E54000040,Swindon
GL524TR,GL52 4TR,GL52 4TR,198001,200007,0,396885,227209,1,E00114054,E10000013,E58002038,E07000083,E05015484,E40000006,E92000001,E12000009,E14001542,E30000189,E07000083,E65000001,E01022433,E02007035,E33050059,E38000062,E63011181,UN1,6A2,51.94338,-2.046717,E37000011,,E23000037,32390,E54000043,Cheltenham
BL2 1NN,BL2  1NN,BL2 1NN,199301,,0,372194,408607,1,E00024400,E11000001,E99999999,E08000001,E05014832,E40000014,E92000001,E12000002,E14001111,E30000239,E08000001,E65000001,E01004817,E02001005,E33004742,E38000016,E63008201,UN1,4B1,53.573337,-2.421375,E37000015,,E23000005,5003,E54000057,Manchester
SW183JP,SW18 3JP,SW18 3JP,198001,,0,527204,173128,1,E00023299,E13000001,E99999999,E09000032,E05014027,E40000003,E92000001,E12000007,E14001550,E30000234,E09000032,E65000001,E01004625,E02000949,E33036602,E38000245,E63012154,UN1,5A2,51.442869,-0.171063,E37000051,,E23000001,27625,E54000031,London
SA334AQ,SA33 4AQ,SA33 4AQ,198109,,0,226660,216572,1,W00003872,W99999999,W99999999,W06000010,W05001221,W99999999,W92000004,W99999999,W07000087,W22000028,W06000010,W31000001,W01000720,W02000418,W35002671,W11000025,W45000946,RSF1,1B1,51.820824,-4.516479,W99999999,W99999999,W15000004,1200,W99999999,Llanelli
KA3 1TQ,KA3  1TQ,KA3 1TQ,201006,,0,241966,639109,1,S00148895,S99999999,S99999999,S12000008,S13002893,S99999999,S92000003,S99999999,S14000110,S22000069,S30000017,S99999999,S01015687,S02002905,S34000926,S03000001,,2,6B2,55.619816,-4.511083,S99999999,S99999999,S23000009,3221,S99999999,Kilmarnock and Irvine
AB106SD,AB10 6SD,AB10 6SD,199606,,0,393135,805613,1,S00136590,S99999999,S99999999,S12000033,S13002844,S99999999,S92000003,S99999999,S14000061,S22000047,S30000026,S99999999,S01013558,S02002528,S34003058,S03000012,,1,2C3,57.141347,-2.115078,S99999999,S99999999,S23000009,6411,S99999999,Aberdeen
PL3 5BT,PL3  5BT,PL3 5BT,200112,200112,1,250353,53862,1,E00181166,E99999999,E99999999,E06000026,E05002092,E40000006,E92000001,E12000009,E14001495,E30000253,E06000026,E65000001,E01034157,E02003152,E33045789,E38000230,E63014082,UN1,5A1,50.365569,-4.105492,E37000016,,E23000035,11559,E54000037,Plymouth
LA5 0DN,LA5  0DN,LA5 0DN,198001,,0,345814,478745,1,E00097748,E99999999,E99999999,E06000064,E05014236,E40000014,E92000001,E12000002,E14001372,E30000223,E06000064,E65000001,E01034080,E02004025,E33008082,E38000228,E63007567,RLF1,5B2,54.201587,-2.832143,E37000007,,E23000002,24413,E54000048,Kendal
CT117EN,CT11 7EN,CT11 7EN,201403,,0,638150,165781,1,E00125212,E10000016,E58000726,E07000114,E05005090,E40000005,E92000001,E12000008,E14001216,E30000241,E07000114,E65000001,E01024668,E02005146,E33043444,E38000237,E63012334,UF1,8B1,51.341202,1.41804,E37000056,,E23000032,8109,E54000032,Margate and Ramsgate
M23 0QF,M23  0QF,M23 0QF,200308,,0,380367,390288,1,E00026669,E11000001,E99999999,E08000003,E05011353,E40000014,E92000001,E12000002,E14001602,E30000239,E08000003,E65000001,E01005262,E02001088,E33005104,E38000217,E63008510,UN1,4A3,53.409052,-2.296805,E37000015,,E23000005,6090,E54000057,Manchester
EH9 1ZE,EH9  1ZE,EH9 1ZE,200309,200601,1,325454,671912,1,S00144174,S99999999,S99999999,S12000036,S13002933,S99999999,S92000003,S99999999,S14000080,S22000059,S30000008,S99999999,S01014642,S02002715,S34003819,S03000042,,1,2C3,55.93446,-3.194819,S99999999,S99999999,S23000009,6617,S99999999,Edinburgh
TF1 2GN,TF1  2GN,TF1 2GN,202004,,0,364570,310793,1,E00071372,E99999999,E99999999,E06000020,E05015215,E40000011,E92000001,E12000005,E14001543,E30000278,E06000020,E65000001,E01014134,E02002939,E33021543,E38000257,E63009565,UN1,6A4,52.693667,-2.525654,E37000036,,E23000016,27424,E54000011,Telford
CA4 9LW,CA4  9LW,CA4 9LW,198001,200006,0,351562,556709,1,E00097167,E99999999,E99999999,E06000063,E05014183,E40000012,E92000001,E12000002,E14001152,K01000010,E06000063,E65000001,E01019224,E02003993,E33007879,E38000215,E63007212,RSN1,1A2,54.902749,-2.756908,E37000007,,E23000002,25728,E54000050,Carlisle
SK8 2AN,SK8  2AN,SK8 2AN,198001,,0,386470,388559,1,E00029292,E11000001,E99999999,E08000007,E05015019,E40000014,E92000001,E12000002,E14001158,E30000239,E08000007,E65000001,E01005779,E02001208,E33005639,E38000174,E63008501,UN1,8A1,53.393705,-2.204922,E37000015,,E23000005,14836,E54000057,Manchester
SO535YZ,SO53 5YZ,SO53 5YZ,199412,200207,1,444617,119991,1,E00115262,E10000014,E58000550,E07000086,E05011192,E40000005,E92000001,E12000008,E14001220,E30000267,E07000086,E65000001,E01022675,E02004713,E33037933,E38000266,E63013413,UN1,5A1,50.9776,-1.36584,E37000055,,E23000030,31348,E54000067,Southampton
AB116ZB,AB11 6ZB,AB11 6ZB,199606,201503,1,394406,802269,1,S00137116,S99999999,S99999999,S12000033,S13002847,S99999999,S92000003,S99999999,S14000061,S22000047,S30000026,S99999999,S01013587,S02002534,S34003036,S03000012,,1,6A3,57.111325,-2.094001,S99999999,S99999999,S23000009,5522,S99999999,Aberdeen
M60 4BQ,M60  4BQ,M60 4BQ,200603,200806,1,385022,398985,1,E00180796,E11000001,E99999999,E08000003,E05011376,E40000014,E92000001,E12000002,E14001352,E30000239,E08000003,E65000001,E01033651,E02006902,E33004395,E38000217,E63008401,UN1,2A3,53.487378,-2.227194,E37000015,,E23000005,13409,E54000057,Manchester
SK4 4LX,SK4  4LX,SK4 4LX,198001,,0,388376,391636,1,E00029694,E11000001,E99999999,E08000007,E05015026,E40000014,E92000001,E12000002,E14001517,E30000239,E08000007,E65000001,E01005863,E02001192,E33005563,E38000174,E63008478,UN1,5B1,53.421408,-2.176374,E37000015,,E23000005,18451,E54000057,Manchester
LS157QB,LS15 7QB,LS15 7QB,198001,,0,436122,435138,1,E00058742,E11000006,E99999999,E08000035,E05011400,E40000012,E92000001,E12000003,E14001320,E30000229,E08000035,E65000001,E01011665,E02002379,E33012314,E38000225,E63007883,UN1,6B3,53.811298,-1.452914,E37000062,,E23000010,1979,E54000054,Leeds
SO1 2BW,SO1  2BW,SO1 2BW,198001,199412,0,441590,112513,1,E00086549,E99999999,E99999999,E06000045,E05015490,E40000005,E92000001,E12000008,E14001499,E30000267,E06000045,E65000001,E01017136,E02003571,E33041023,E38000266,E63013524,UN1,2A3,50.910584,-1.409807,E37000055,,E23000030,15117,E54000067,Southampton
LE652AY,LE65 2AY,LE65 2AY,201911,,0,435504,317916,1,E00187423,E10000018,E58000833,E07000134,E05010094,E40000011,E92000001,E12000004,E14001404,E30000183,E07000134,E65000001,E01035100,E02005399,E33015100,E38000201,E63009480,UN1,1B3,52.75771,-1.475346,E37000021,,E23000021,28003,E54000015,Burton upon Trent
TN4 9TF,TN4  9TF,TN4 9TF,201007,,0,558291,140040,1,E00186677,E10000016,E58000747,E07000116,E05015804,E40000005,E92000001,E12000008,E14001555,E30000281,E07000116,E65000001,E01035012,E02005169,E33043573,E38000237,E63012976,UF1,2D1,51.137752,0.261246,E37000056,,E23000032,25038,E54000032,Tunbridge Wells
BS309QS,BS30 9QS,BS30 9QS,199712,,0,367165,171628,1,E00075470,E99999999,E99999999,E06000025,E05012104,E40000006,E92000001,E12000009,E14001394,E30000180,E06000025,E65000001,E01014936,E02003119,E33047839,E38000222,E63012145,UN1,6B2,51.442682,-2.473825,E37000037,,E23000036,21363,E54000039,Bristol
PL277AE,PL27 7AE,PL27 7AE,198001,,0,199057,72279,1,E00095823,E99999999,E99999999,E06000052,E05013358,E40000006,E92000001,E12000009,E14001385,E30000282,E06000052,E65000001,E01018972,E02003939,E33046130,E38000089,E63013998,RLF1,7A2,50.515714,-4.83581,E37000005,,E23000035,13666,E54000036,Wadebridge
OX8 1JR,OX8  1JR,OX8 1JR,198001,200101,0,443197,209510,1,E00146630,E10000025,E58002075,E07000181,E05006639,E40000005,E92000001,E12000008,E14001090,E30000250,E07000181,E65000001,E01028785,E02006003,E33044009,E38000136,E63011522,RLN1,5B3,51.782598,-1.3752,E37000053,,E23000029,28140,E54000070,Oxford
BB2 9FT,BB2  9FT,BB2 9FT,202507,,1,368116,427503,1,E00063805,E99999999,E99999999,E06000008,E05011511,E40000014,E92000001,E12000002,E14001102,E30000170,E06000008,E65000001,E01012655,E02002620,E33003376,E38000014,E63007969,UN1,4A1,53.742938,-2.484901,E37000019,,E23000003,35,E54000048,Blackburn
SW202FX,SW20 2FX,SW20 2FX,202002,202602,1,524340,170167,1,E00017203,E13000002,E99999999,E09000024,E05013816,E40000003,E92000001,E12000007,E14001586,E30000234,E09000024,E65000001,E01003403,E02000692,E33030431,E38000245,E63012245,UN1,2D1,51.416892,-0.21329,E37000051,,E23000001,29724,E54000031,London
M6  7DH,M6   7DH,M6 7DH,199405,,0,380589,399580,1,E00028756,E11000001,E99999999,E08000006,E05013030,E40000014,E92000001,E12000002,E14001459,E30000239,E08000006,E65000001,E01005680,E02001173,E33005460,E38000143,E63008377,UN1,3C1,53.492581,-2.29404,E37000015,,E23000005,280,E54000057,Manchester
G46 9YY,G46  9YY,G46 9YY,201603,,1,255973,659781,5,S00151495,S99999999,S99999999,S12000011,S13002916,S99999999,S92000003,S99999999,S14000021,S22000065,S30000020,S99999999,S01016134,S02002985,S34001125,S03000017,,1,5B2,55.809753,-4.299756,S99999999,S99999999,S23000009,3379,S99999999,Glasgow
NG146LQ,NG14 6LQ,NG14 6LQ,198001,,0,461183,349505,1,E00143446,E10000024,E58001176,E07000173,E05009690,E40000011,E92000001,E12000004,E14001471,E30000249,E07000173,E65000001,E01028152,E02005866,E33017701,E38000243,E63008985,RLN1,6B3,53.039347,-1.088957,E37000045,,E23000019,17921,E54000060,Nottingham
CA166UL,CA16 6UL,CA16 6UL,198001,,0,368826,520502,1,E00097583,E99999999,E99999999,E06000064,E05014218,E40000012,E92000001,E12000002,E14001580,E30000106,E06000064,E65000001,E01019307,E02004013,E33007987,E38000215,E63007400,RLF1,1A2,54.578765,-2.483801,E37000007,,E23000002,25163,E54000050,Penrith
CA119BH,CA11 9BH,CA11 9BH,198001,199706,1,351000,530300,8,E00097717,E99999999,E99999999,E06000064,E05014243,E40000012,E92000001,E12000002,E14001424,E30000106,E06000064,E65000001,E01019335,E02004010,E33003780,E38000215,E63007347,UN1,1B3,54.665391,-2.7612,E37000007,,E23000002,16814,E54000050,Penrith
CO7 7RW,CO7  7RW,CO7 7RW,199405,,0,605513,229474,1,E00111601,E10000012,E58000463,E07000076,E05011933,E40000013,E92000001,E12000006,E14001273,E30000193,E07000076,E65000001,E01021972,E02004577,E33026906,E38000117,E63011138,RSN1,5B2,51.925845,0.987532,E37000056,,E23000028,19122,E54000066,Colchester
TF1 4NA,TF1  4NA,TF1 4NA,199501,200006,0,366359,312790,1,E00071224,E99999999,E99999999,E06000020,E05015208,E40000011,E92000001,E12000005,E14001543,E30000278,E06000020,E65000001,E01014103,E02002934,E33021517,E38000257,E63009565,UN1,1B1,52.711733,-2.49939,E37000036,,E23000016,26267,E54000011,Telford
PE280WH,PE28 0WH,PE28 0WH,200206,202105,1,509977,267761,1,E00091584,E10000003,E58000051,E07000011,E05011267,E40000013,E92000001,E12000006,E14001298,E30000221,E07000011,E65000001,E01018153,E02003767,E33023702,E38000260,E63010359,RLN1,5B2,52.296991,-0.38872,E37000059,,E23000023,24949,E54000065,Huntingdon
LN6 9JY,LN6  9JY,LN6 9JY,198001,,0,488391,357933,1,E00132992,E10000019,E58000888,E07000139,E05014439,E40000011,E92000001,E12000004,E14001476,E30000231,E07000139,E65000001,E01026192,E02005458,E33016827,E38000238,E63999999,RSN1,1A2,53.111291,-0.68096,E37000060,,E23000020,13486,E54000013,Lincoln
BS8 3HG,BS8  3HG,BS8 3HG,198001,,0,357080,174119,1,E00073472,E99999999,E99999999,E06000023,E05010893,E40000006,E92000001,E12000009,E14001131,E30000180,E06000023,E65000001,E01014544,E02003041,E33047451,E38000222,E63012168,UN1,2D1,51.464403,-2.619227,E37000037,,E23000036,28589,E54000039,Bristol
CV230LE,CV23 0LE,CV23 0LE,201904,,0,452254,277949,1,E00186855,E10000031,E58001567,E07000220,E05008976,E40000011,E92000001,E12000005,E14001453,E30000195,E07000220,E65000001,E01035028,E02007049,E33022582,E38000251,E63010190,UN1,1B2,52.397089,-1.233457,E37000006,,E23000017,21511,E54000018,Coventry
G33 2EB,G33  2EB,G33 2EB,200710,,0,262479,665451,1,S00159093,S99999999,S99999999,S12000049,S13002984,S99999999,S92000003,S99999999,S14000086,S22000065,S30000052,S99999999,S01017302,S02003212,S34005047,S03000043,,1,7B3,55.862557,-4.198902,S99999999,S99999999,S23000009,1949,S99999999,Glasgow
EH558EW,EH55 8EW,EH55 8EW,198001,,0,301203,662841,1,S00181589,S99999999,S99999999,S12000040,S13002825,S99999999,S92000003,S99999999,S14000095,S22000070,S30000012,S99999999,S01020630,S02003812,S34004172,S03000035,,2,7D3,55.848615,-3.579534,S99999999,S99999999,S23000009,3210,S99999999,Livingston
CM187PG,CM18 7PG,CM18 7PG,198001,,0,544675,207949,1,E00111045,E10000012,E58000437,E07000073,E05015690,E40000013,E92000001,E12000006,E14001267,E30000186,E07000073,E65000001,E01021859,E02004553,E33024043,E38000197,E63011534,UN1,4A1,51.751564,0.094503,E37000056,,E23000028,8483,E54000066,Cambridge
LL152PR,LL15 2PR,LL15 2PR,198001,,0,310845,351665,1,W00001105,W99999999,W99999999,W06000004,W05001340,W99999999,W92000004,W99999999,W07000094,W22000031,W06000004,W31000001,W01000207,W02000056,W35001131,W11000023,W45999999,RSF1,1A3,53.054792,-3.331613,W99999999,W99999999,W15000001,1155,W99999999,Rhyl
DN4 6PE,DN4  6PE,DN4 6PE,198001,,0,461760,401755,1,E00038116,E11000003,E99999999,E08000017,E05010732,E40000012,E92000001,E12000003,E14001198,E30000201,E08000017,E65000001,E01007522,E02001562,E33010940,E38000044,E63008314,UN1,8D3,53.508883,-1.070226,E37000054,,E23000011,3156,E54000061,Doncaster
RM141EL,RM14 1EL,RM14 1EL,198001,,0,557765,187578,1,E00011247,E13000002,E99999999,E09000016,E05013968,E40000003,E92000001,E12000007,E14001292,E30000234,E09000016,E65000001,E01002256,E02000481,E33034338,E38000255,E63011923,UN1,6B1,51.565015,0.274795,E37000051,,E23000001,28938,E54000029,London
BD109EW,BD10 9EW,BD10 9EW,200704,,0,418220,437157,1,E00053898,E11000006,E99999999,E08000032,E05001350,E40000012,E92000001,E12000003,E14001118,E30000018,E08000032,E65000001,E01010680,E02002201,E33011500,E38000232,E63007920,UN1,7A3,53.830374,-1.724662,E37000062,,E23000010,1393,E54000054,Bradford
EC3N3AB,EC3N 3AB,EC3N 3AB,198001,198112,1,533400,180900,8,E00190458,E13000001,E99999999,E09000001,E05009291,E40000003,E92000001,E12000007,E14001172,E30000234,E09000001,E65000001,E01032739,E02000001,E33028992,E38000255,E63012025,UN1,2D3,51.511288,-0.07903,E37000051,,E23000034,20391,E54000029,London
BT484AX,BT48 4AX,BT48 4AX,200607,200806,1,,,9,,,,,,,,,,,,N99999999,,,,,,,,99.999999,0,,,,0,,#N/A
M27 9QT,M27  9QT,M27 9QT,199405,,0,376510,402606,1,E00028787,E11000001,E99999999,E08000006,E05013032,E40000014,E92000001,E12000002,E14001598,E30000239,E08000006,E65000001,E01005693,E02001165,E33005416,E38000143,E63008325,UN1,6B2,53.519612,-2.355747,E37000015,,E23000005,17760,E54000057,Manchester
LS170BJ,LS17 0BJ,LS17 0BJ,198001,,0,430339,448436,1,E00141187,E99999999,E99999999,E06000065,E05014323,E40000012,E92000001,E12000003,E14001582,E30000214,E06000065,E65000001,E01027724,E02005781,E33013610,E38000241,E63007722,RSN1,1B2,53.931182,-1.539426,E37000058,,E23000009,21264,E54000051,Harrogate
SW170QT,SW17 0QT,SW17 0QT,200601,,0,526927,171320,1,E00023248,E13000001,E99999999,E09000032,E05014024,E40000003,E92000001,E12000007,E14001550,E30000234,E09000032,E65000001,E01004617,E02000956,E33030764,E38000245,E63012154,UN1,3A1,51.426682,-0.175694,E37000051,,E23000001,12245,E54000031,London
IP309DT,IP30 9DT,IP30 9DT,198001,,0,598877,263251,1,E00153146,E10000029,E58001449,E07000203,E05012597,E40000013,E92000001,E12000006,E14001146,E30000184,E07000203,E65000001,E01030051,E02006266,E33028475,E38000204,E63010436,RLN1,6B2,52.231544,0.910833,E37000052,,E23000025,22332,E54000068,Bury St Edmunds
B38 8SL,B38  8SL,B38 8SL,198001,,0,404624,279461,1,E00046224,E11000005,E99999999,E08000025,E05011148,E40000011,E92000001,E12000005,E14001097,E30000169,E08000025,E65000001,E01009116,E02001953,E33018177,E38000258,E63010038,UN1,5B1,52.413144,-1.933438,E37000012,,E23000014,22717,E54000055,Birmingham
BR4 9DH,BR4  9DH,BR4 9DH,198001,,0,540286,165083,1,E00003709,E13000002,E99999999,E09000006,E05013998,E40000003,E92000001,E12000007,E14001137,E30000234,E09000006,E65000001,E01000759,E02000160,E33032899,E38000244,E63012282,UN1,6A1,51.36749,0.013875,E37000051,,E23000001,27295,E54000030,London
SM3 8AE,SM3  8AE,SM3 8AE,201409,,0,524131,163908,1,E00020719,E13000002,E99999999,E09000029,E05013758,E40000003,E92000001,E12000007,E14001534,E30000234,E09000029,E65000001,E01004111,E02000855,E33036139,E38000245,E63012369,UN1,7D1,51.360686,-0.218479,E37000051,,E23000001,23943,E54000031,London
DL1 2NB,DL1  2NB,DL1 2NB,198001,198112,0,429500,515600,8,E00062061,E99999999,E99999999,E06000005,E05010424,E40000012,E92000001,E12000001,E14001190,E30000199,E06000005,E65000001,E01035187,E02007058,E33000430,E38000247,E63007428,UN1,7A2,54.53483,-1.545629,E37000034,,E23000008,126,E54000050,Darlington
AL8 7HR,AL8  7HR,AL8 7HR,198001,,0,523798,214066,1,E00121672,E10000015,E58000622,E07000241,E05011070,E40000013,E92000001,E12000006,E14001573,E30000272,E07000241,E65000001,E01023960,E02004982,E33027634,E38000049,E63011463,UN1,6B1,51.811534,-0.205589,E37000048,,E23000027,21489,E54000065,Stevenage and Welwyn Garden City
YO125NS,YO12 5NS,YO12 5NS,198001,,0,502535,487372,1,E00141747,E99999999,E99999999,E06000065,E05014274,E40000012,E92000001,E12000003,E14001461,E30000259,E06000065,E65000001,E01027824,E02005803,E33010278,E38000241,E63007514,UF1,8C2,54.271746,-0.426993,E37000058,,E23000009,6442,E54000051,Scarborough
LN8 2AR,LN8  2AR,LN8 2AR,199612,,0,496640,389346,1,E00134130,E10000019,E58000935,E07000142,E05009643,E40000011,E92000001,E12000004,E14001243,E30000231,E07000142,E65000001,E01026399,E02005496,E33017038,E38000238,E63999999,RSN1,1C1,53.392138,-0.548249,E37000060,,E23000020,19331,E54000013,Lincoln
YO124QN,YO12 4QN,YO12 4QN,198001,,0,501830,483519,1,E00141934,E99999999,E99999999,E06000065,E05014313,E40000012,E92000001,E12000003,E14001461,E30000259,E06000065,E65000001,E01027860,E02005806,E33013774,E38000241,E63007532,RLF1,1B1,54.237272,-0.439122,E37000058,,E23000009,20635,E54000051,Scarborough
DG8 7DX,DG8  7DX,DG8 7DX,198001,,0,251444,556666,1,S00147175,S99999999,S99999999,S12000006,S13002881,S99999999,S92000003,S99999999,S14000073,S22000072,S30000016,S99999999,S01015194,S02002814,S34000785,S03000005,,6,1A3,54.882617,-4.317236,S99999999,S99999999,S23000009,2897,S99999999,Newton Stewart
W1V 6QD,W1V  6QD,W1V 6QD,198001,198412,1,529600,181200,8,E00175194,E13000001,E99999999,E09000033,E05013808,E40000003,E92000001,E12000007,E14001172,E30000234,E09000033,E65000001,E01004763,E02000972,E33032007,E38000256,E63012036,UN1,2B2,51.514868,-0.133648,E37000051,,E23000001,11768,E54000071,London
PL4 7AZ,PL4  7AZ,PL4 7AZ,198001,,0,249006,55905,1,E00075951,E99999999,E99999999,E06000026,E05002079,E40000006,E92000001,E12000009,E14001427,E30000253,E06000026,E65000001,E01015031,E02003144,E33047932,E38000230,E63014082,UN1,2A3,50.383586,-4.125238,E37000016,,E23000035,12003,E54000037,Plymouth
MK4 4PF,MK4  4PF,MK4 4PF,202310,,0,482189,233204,1,E00183686,E99999999,E99999999,E06000042,E05009422,E40000013,E92000001,E12000008,E14001141,E30000243,E06000042,E65000001,E01033519,E02003486,E33040607,E38000249,E63010901,UN1,4A3,51.991225,-0.80443,E37000057,,E23000029,23231,E54000065,Milton Keynes
M41 7EN,M41  7EN,M41 7EN,199812,200108,1,376761,394675,1,E00031426,E11000001,E99999999,E08000009,E05015259,E40000014,E92000001,E12000002,E14001528,E30000239,E08000009,E65000001,E01006202,E02001267,E33002910,E38000187,E63008420,UN1,7A2,53.448337,-2.351372,E37000015,,E23000005,16453,E54000057,Manchester
BL1 4PU,BL1  4PU,BL1 4PU,198001,,0,369659,409961,1,E00024929,E11000001,E99999999,E08000001,E05014834,E40000014,E92000001,E12000002,E14001112,E30000239,E08000001,E65000001,E01004922,E02000998,E33004701,E38000016,E63008201,UN1,4A1,53.585366,-2.459787,E37000015,,E23000005,5170,E54000057,Manchester
OX9 2DU,OX9  2DU,OX9 2DU,198001,,0,470802,205426,1,E00146036,E10000025,E58002099,E07000179,E05009749,E40000005,E92000001,E12000008,E14001280,E30000250,E07000179,E65000001,E01028671,E02005960,E33043788,E38000136,E63011584,UN1,8D3,51.743078,-0.975918,E37000053,,E23000029,24891,E54000070,Oxford
B38 8HH,B38  8HH,B38 8HH,198001,,0,403436,277822,1,E00046191,E11000005,E99999999,E08000025,E05011148,E40000011,E92000001,E12000005,E14001097,E30000169,E08000025,E65000001,E01009112,E02001953,E33020465,E38000258,E63010038,UN1,6B1,52.398418,-1.950919,E37000012,,E23000014,8046,E54000055,Birmingham
N8  1ED,N8   1ED,N8 1ED,201212,201405,1,525304,183442,1,E00002660,E13000002,E99999999,E09000005,E05013503,E40000003,E92000001,E12000007,E14001435,E30000234,E09000005,E65000001,E01000550,E02000126,E33032748,E38000256,E63011958,UN1,3C1,51.535986,-0.19473,E37000051,,E23000001,6026,E54000071,London
W1U 1AJ,W1U  1AJ,W1U 1AJ,200010,200508,1,528442,181209,1,E00023845,E13000001,E99999999,E09000033,E05013808,E40000003,E92000001,E12000007,E14001172,E30000234,E09000033,E65000001,E01004714,E02000970,E33030936,E38000256,E63012036,UN1,2D3,51.515213,-0.150324,E37000051,,E23000001,24181,E54000071,London
TF1 4PL,TF1  4PL,TF1 4PL,198001,200006,0,367237,311888,1,E00071410,E99999999,E99999999,E06000020,E05015217,E40000011,E92000001,E12000005,E14001543,E30000278,E06000020,E65000001,E01014143,E02002936,E33021522,E38000257,E63009565,UN1,4A1,52.703679,-2.486304,E37000036,,E23000016,6842,E54000011,Telford
SP101TQ,SP10 1TQ,SP10 1TQ,199806,200009,1,436630,145760,8,E00117905,E10000014,E58001781,E07000093,E05012930,E40000005,E92000001,E12000008,E14001403,E30000159,E07000093,E65000001,E01023202,E02007078,E33042530,E38000266,E63012816,UN1,7A2,51.209873,-1.476993,E37000046,,E23000030,8965,E54000067,Andover
SK126PD,SK12 6PD,SK12 6PD,198001,199612,0,406591,380591,1,E00099764,E10000007,E58001870,E07000037,E05010627,E40000011,E92000001,E12000004,E14001287,E30000185,E07000037,E65000001,E01019718,E02006872,E33018045,E38000261,E63008599,RLF1,8A1,53.322219,-1.902514,E37000045,,E23000018,19781,E54000058,Buxton
